,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Kmeans_7,Cat
1128,462756,Female,No,22,No,Engineer,0.0,Low,4.0,Cat_6,2,Cat_2
1129,462761,Male,No,19,No,Healthcare,2.0,Low,4.0,Cat_6,2,Cat_2
1130,462762,Male,Yes,46,Yes,Artist,0.0,High,4.0,Cat_6,1,Cat_1
1131,462767,Male,No,19,No,Healthcare,4.0,Low,4.0,Cat_6,2,Cat_2
1132,462768,Male,Yes,45,Yes,Artist,0.0,Average,3.0,Cat_6,6,Cat_6
1133,462776,Female,Yes,52,Yes,Engineer,1.0,Average,3.0,Cat_6,5,Cat_5
1135,462788,Male,Yes,47,No,Entertainment,1.0,Average,3.0,Cat_3,6,Cat_6
1138,462804,Male,Yes,41,No,Executive,5.0,High,3.0,Cat_4,1,Cat_1
1140,462810,Male,Yes,37,No,Executive,9.0,High,4.0,Cat_6,1,Cat_1
1141,462814,Female,Yes,20,No,Engineer,8.0,Average,2.0,Cat_5,5,Cat_5
1142,462817,Female,Yes,73,Yes,Lawyer,3.0,Low,1.0,Cat_6,3,Cat_3
1143,462819,Male,Yes,51,Yes,Artist,0.0,Average,3.0,Cat_6,6,Cat_6
1145,462824,Male,Yes,42,No,Engineer,1.0,Average,3.0,Cat_4,6,Cat_6
1146,462826,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_3,2,Cat_2
1147,462827,Female,No,23,No,Doctor,0.0,Low,3.0,Cat_3,2,Cat_2
1148,462834,Male,Yes,31,Yes,Homemaker,2.0,Low,2.0,Cat_1,4,Cat_4
1149,462838,Female,Yes,33,Yes,Homemaker,1.0,Low,3.0,Cat_5,5,Cat_5
1150,462841,Male,No,21,No,Healthcare,9.0,Low,6.0,Cat_6,2,Cat_2
1151,462845,Male,Yes,51,Yes,Doctor,5.0,Average,7.0,Cat_6,6,Cat_6
1152,462849,Male,Yes,47,Yes,Artist,0.0,Average,4.0,Cat_6,6,Cat_6
1153,462850,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,2,Cat_2
1154,462853,Male,No,21,No,Healthcare,0.0,Low,2.0,Cat_6,2,Cat_2
1155,462854,Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_6,2,Cat_2
1156,462858,Female,No,32,Yes,Engineer,9.0,Low,4.0,Cat_6,3,Cat_3
1157,462861,Female,No,30,Yes,Healthcare,8.0,Low,1.0,Cat_6,3,Cat_3
1158,462866,Male,Yes,61,Yes,Doctor,1.0,Low,1.0,Cat_6,4,Cat_4
1159,462868,Male,Yes,43,No,Entertainment,0.0,Average,4.0,Cat_4,6,Cat_6
1160,462869,Male,No,25,Yes,Doctor,8.0,Low,1.0,Cat_6,0,Cat_0
1161,462871,Male,Yes,46,No,Entertainment,0.0,Average,3.0,Cat_6,6,Cat_6
1162,462872,Female,Yes,53,No,Engineer,12.0,Low,2.0,Cat_3,5,Cat_5
1163,462874,Male,Yes,55,Yes,Doctor,0.0,High,2.0,Cat_6,1,Cat_1
1164,462887,Female,Yes,42,No,Engineer,0.0,Low,3.0,Cat_6,5,Cat_5
1165,462890,Female,No,26,Yes,Marketing,11.0,Low,1.0,Cat_6,3,Cat_3
1166,462891,Male,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,2,Cat_2
1167,462894,Male,Yes,39,Yes,Artist,4.0,Average,4.0,Cat_3,6,Cat_6
1168,462900,Male,Yes,38,Yes,Artist,1.0,Average,3.0,Cat_6,6,Cat_6
1170,462905,Female,No,25,No,Artist,6.0,Low,3.0,Cat_6,2,Cat_2
1171,462914,Female,No,26,Yes,Artist,4.0,Low,4.0,Cat_6,3,Cat_3
1172,462920,Male,Yes,51,No,Executive,0.0,High,5.0,Cat_6,1,Cat_1
1173,462923,Male,Yes,30,No,Homemaker,8.0,Average,2.0,Cat_6,6,Cat_6
1175,462927,Female,No,33,No,Homemaker,8.0,Low,2.0,Cat_6,2,Cat_2
1178,462944,Male,Yes,42,Yes,Executive,5.0,High,3.0,Cat_6,1,Cat_1
1179,462951,Male,Yes,71,Yes,Lawyer,2.0,Low,1.0,Cat_6,4,Cat_4
1180,462956,Male,Yes,35,No,Artist,6.0,Average,5.0,Cat_6,6,Cat_6
1181,462958,Male,No,28,No,Marketing,0.0,Low,5.0,Cat_6,2,Cat_2
1182,462963,Male,Yes,31,Yes,Artist,1.0,Average,2.0,Cat_3,6,Cat_6
1183,462966,Male,Yes,43,Yes,Artist,2.0,Average,3.0,Cat_6,6,Cat_6
1184,462968,Female,Yes,77,No,Lawyer,0.0,High,2.0,Cat_6,1,Cat_1
1185,462971,Female,Yes,71,Yes,Engineer,0.0,Low,1.0,Cat_6,3,Cat_3
1186,462976,Female,Yes,47,Yes,Engineer,0.0,Average,2.0,Cat_6,5,Cat_5
1187,462981,Female,No,26,No,Homemaker,9.0,Low,1.0,Cat_6,3,Cat_3
1188,462982,Male,Yes,40,No,Doctor,4.0,Average,4.0,Cat_6,6,Cat_6
1189,462983,Female,Yes,72,Yes,Lawyer,0.0,High,2.0,Cat_6,1,Cat_1
1190,462984,Female,Yes,73,Yes,Artist,1.0,High,2.0,Cat_6,1,Cat_1
1191,462986,Male,No,26,Yes,Healthcare,1.0,Low,6.0,Cat_3,0,Cat_0
1195,462998,Male,Yes,52,No,Entertainment,10.0,Average,4.0,Cat_6,6,Cat_6
1196,463003,Male,Yes,42,Yes,Artist,3.0,Average,2.0,Cat_6,6,Cat_6
1198,463020,Male,Yes,28,Yes,Artist,0.0,Average,3.0,Cat_1,6,Cat_6
1199,463023,Female,Yes,43,No,Homemaker,7.0,Low,1.0,Cat_6,3,Cat_3
1201,463028,Male,No,25,No,Doctor,0.0,Low,4.0,Cat_6,2,Cat_2
1202,463030,Male,Yes,52,Yes,Executive,1.0,High,3.0,Cat_6,1,Cat_1
1203,463034,Female,No,28,Yes,Homemaker,9.0,Low,1.0,Cat_6,3,Cat_3
1204,463037,Male,Yes,56,Yes,Entertainment,0.0,Average,4.0,Cat_6,6,Cat_6
1205,463039,Male,Yes,38,No,Executive,12.0,High,7.0,Cat_6,1,Cat_1
1206,463040,Male,Yes,83,No,Lawyer,1.0,High,2.0,Cat_6,1,Cat_1
1209,463051,Female,No,35,Yes,Homemaker,12.0,Low,1.0,Cat_6,3,Cat_3
1210,463052,Male,Yes,40,Yes,Marketing,0.0,Low,2.0,Cat_6,4,Cat_4
1213,463069,Male,No,25,Yes,Artist,7.0,Low,1.0,Cat_6,0,Cat_0
1214,463075,Male,Yes,52,Yes,Artist,0.0,Low,4.0,Cat_6,4,Cat_4
1215,463080,Male,No,33,No,Artist,0.0,Low,4.0,Cat_5,2,Cat_2
1216,463083,Male,No,28,Yes,Artist,6.0,Low,3.0,Cat_6,0,Cat_0
1217,463085,Female,No,43,Yes,Artist,0.0,Low,1.0,Cat_6,3,Cat_3
1219,463088,Female,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,1,Cat_1
1220,463089,Male,Yes,48,Yes,Executive,6.0,High,4.0,Cat_6,1,Cat_1
1221,463090,Female,Yes,55,No,Engineer,3.0,Average,2.0,Cat_6,5,Cat_5
1222,463091,Female,Yes,37,Yes,Homemaker,8.0,Low,1.0,Cat_6,3,Cat_3
1223,463094,Male,Yes,38,Yes,Engineer,11.0,Average,3.0,Cat_6,6,Cat_6
1226,463100,Female,No,35,No,Homemaker,9.0,Low,1.0,Cat_6,3,Cat_3
1227,463102,Male,No,35,No,Entertainment,0.0,Low,2.0,Cat_6,2,Cat_2
1228,463104,Female,Yes,46,No,Lawyer,0.0,Low,1.0,Cat_6,4,Cat_4
1229,463106,Female,Yes,79,Yes,Lawyer,0.0,Low,1.0,Cat_6,3,Cat_3
1230,463108,Male,Yes,63,Yes,Lawyer,5.0,High,2.0,Cat_6,1,Cat_1
1232,463120,Female,No,35,Yes,Entertainment,0.0,Low,1.0,Cat_6,3,Cat_3
1234,463133,Male,Yes,50,No,Artist,0.0,Average,4.0,Cat_6,6,Cat_6
1236,463144,Male,Yes,45,Yes,Executive,0.0,High,3.0,Cat_6,1,Cat_1
1237,463145,Female,No,36,Yes,Homemaker,0.0,Low,4.0,Cat_6,3,Cat_3
1238,463146,Male,Yes,43,No,Entertainment,11.0,Average,2.0,Cat_6,6,Cat_6
1239,463148,Male,Yes,62,Yes,Marketing,1.0,High,5.0,Cat_6,1,Cat_1
1240,463149,Male,Yes,57,Yes,Artist,2.0,Average,2.0,Cat_6,6,Cat_6
1241,463150,Male,No,51,No,Marketing,9.0,Low,1.0,Cat_6,2,Cat_2
1242,463151,Male,Yes,59,Yes,Artist,0.0,Low,1.0,Cat_3,4,Cat_4
1243,463154,Female,Yes,27,No,Artist,0.0,Low,4.0,Cat_6,2,Cat_2
1245,463157,Male,Yes,50,Yes,Entertainment,6.0,Low,3.0,Cat_6,4,Cat_4
1246,463158,Male,Yes,75,Yes,Executive,1.0,High,3.0,Cat_6,1,Cat_1
1247,463163,Male,No,28,No,Executive,2.0,Low,2.0,Cat_3,2,Cat_2
1248,463164,Male,Yes,39,Yes,Artist,9.0,Average,2.0,Cat_6,6,Cat_6
1249,463165,Female,Yes,69,Yes,Doctor,0.0,Average,2.0,Cat_6,5,Cat_5
1250,463166,Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_4,3,Cat_3
1252,463171,Female,Yes,39,No,Entertainment,1.0,High,3.0,Cat_3,1,Cat_1
1253,463173,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_3,0,Cat_0
1254,463174,Female,Yes,62,Yes,Engineer,1.0,Low,1.0,Cat_3,3,Cat_3
1256,463181,Male,Yes,49,Yes,Doctor,5.0,Average,3.0,Cat_5,6,Cat_6
1257,463187,Female,Yes,52,Yes,Artist,8.0,Low,2.0,Cat_6,5,Cat_5
1259,463195,Female,No,26,Yes,Healthcare,7.0,Low,2.0,Cat_3,3,Cat_3
1260,463196,Female,Yes,72,Yes,Engineer,1.0,Low,1.0,Cat_6,3,Cat_3
1261,463199,Female,Yes,47,Yes,Artist,0.0,Low,3.0,Cat_4,5,Cat_5
1262,463201,Female,No,19,No,Healthcare,1.0,Low,2.0,Cat_4,2,Cat_2
1263,463203,Female,No,21,No,Healthcare,1.0,Low,3.0,Cat_7,2,Cat_2
1264,463204,Male,No,39,No,Entertainment,1.0,Low,1.0,Cat_6,2,Cat_2
1265,463209,Female,No,52,Yes,Artist,0.0,Low,1.0,Cat_6,3,Cat_3
1266,463218,Male,Yes,37,No,Entertainment,8.0,Average,3.0,Cat_6,6,Cat_6
1267,463219,Male,Yes,51,No,Entertainment,0.0,Low,2.0,Cat_6,4,Cat_4
1268,463220,Male,Yes,48,No,Engineer,1.0,Average,3.0,Cat_6,6,Cat_6
1270,463224,Male,Yes,47,Yes,Executive,1.0,High,4.0,Cat_6,1,Cat_1
1271,463240,Female,Yes,45,No,Engineer,0.0,Average,3.0,Cat_6,5,Cat_5
1272,463242,Female,No,29,No,Engineer,5.0,Low,2.0,Cat_6,2,Cat_2
1273,463244,Female,Yes,47,No,Doctor,1.0,Low,1.0,Cat_6,4,Cat_4
1274,463245,Male,Yes,41,Yes,Entertainment,8.0,Average,2.0,Cat_6,6,Cat_6
1275,463248,Female,Yes,32,No,Homemaker,9.0,Average,4.0,Cat_2,5,Cat_5
1276,463251,Male,Yes,31,No,Marketing,2.0,Low,3.0,Cat_6,4,Cat_4
1277,463256,Male,No,20,No,Marketing,1.0,Low,3.0,Cat_6,2,Cat_2
1278,463258,Female,Yes,46,Yes,Artist,0.0,Average,3.0,Cat_6,5,Cat_5
1279,463260,Male,Yes,70,Yes,Lawyer,3.0,Low,1.0,Cat_6,4,Cat_4
1280,463265,Male,Yes,65,Yes,Artist,1.0,Average,3.0,Cat_6,6,Cat_6
1282,463267,Male,Yes,29,No,Homemaker,9.0,Low,1.0,Cat_4,4,Cat_4
1283,463269,Male,Yes,41,Yes,Entertainment,3.0,Average,2.0,Cat_3,6,Cat_6
1285,463273,Male,Yes,38,Yes,Entertainment,9.0,Average,2.0,Cat_3,6,Cat_6
1287,463277,Female,Yes,30,No,Engineer,6.0,Low,2.0,Cat_3,5,Cat_5
1288,463278,Female,Yes,63,Yes,Engineer,1.0,Low,1.0,Cat_3,3,Cat_3
1289,463280,Male,Yes,42,Yes,Artist,6.0,Average,2.0,Cat_3,6,Cat_6
1290,463292,Male,Yes,41,No,Executive,0.0,High,3.0,Cat_6,1,Cat_1
1292,463308,Male,Yes,46,Yes,Engineer,1.0,Low,2.0,Cat_3,4,Cat_4
1293,463316,Female,Yes,83,No,Lawyer,0.0,High,2.0,Cat_6,1,Cat_1
1294,463323,Male,Yes,27,Yes,Healthcare,3.0,Low,2.0,Cat_6,4,Cat_4
1295,463324,Female,No,22,No,Healthcare,1.0,Low,4.0,Cat_2,2,Cat_2
1296,463330,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,2,Cat_2
1297,463332,Female,Yes,40,Yes,Engineer,0.0,Low,2.0,Cat_6,5,Cat_5
1298,463334,Female,No,28,Yes,Doctor,0.0,Low,6.0,Cat_4,3,Cat_3
1300,463338,Male,Yes,28,No,Entertainment,0.0,Low,2.0,Cat_3,4,Cat_4
1301,463340,Female,No,20,No,Healthcare,0.0,Low,4.0,Cat_3,2,Cat_2
1302,463341,Female,Yes,53,No,Engineer,0.0,Average,6.0,Cat_3,5,Cat_5
1303,463348,Female,Yes,35,Yes,Doctor,0.0,Low,2.0,Cat_6,5,Cat_5
1305,463356,Male,No,30,Yes,Healthcare,6.0,Low,4.0,Cat_2,0,Cat_0
1306,463360,Female,Yes,46,Yes,Artist,2.0,Low,1.0,Cat_6,3,Cat_3
1307,463367,Female,No,36,Yes,Engineer,3.0,Low,4.0,Cat_2,3,Cat_3
1308,463368,Female,Yes,38,Yes,Artist,4.0,High,3.0,Cat_2,5,Cat_5
1310,463375,Female,Yes,45,Yes,Doctor,1.0,Low,1.0,Cat_4,3,Cat_3
1311,463376,Female,Yes,46,Yes,Executive,5.0,High,2.0,Cat_6,5,Cat_5
1312,463378,Male,No,25,Yes,Doctor,0.0,Low,1.0,Cat_3,0,Cat_0
1313,463379,Male,No,27,No,Marketing,0.0,Low,7.0,Cat_6,2,Cat_2
1314,463386,Female,Yes,42,Yes,Doctor,6.0,Low,1.0,Cat_3,3,Cat_3
1316,463391,Male,Yes,55,Yes,Doctor,6.0,Low,1.0,Cat_3,4,Cat_4
1319,463406,Male,No,31,No,Marketing,0.0,Low,4.0,Cat_3,2,Cat_2
1320,463409,Female,Yes,38,No,Entertainment,6.0,Average,5.0,Cat_2,5,Cat_5
1322,463420,Female,Yes,59,Yes,Artist,2.0,High,3.0,Cat_6,1,Cat_1
1323,463423,Male,Yes,61,No,Executive,1.0,Average,3.0,Cat_6,6,Cat_6
1324,463427,Female,Yes,27,Yes,Engineer,1.0,Low,2.0,Cat_6,5,Cat_5
1325,463428,Male,Yes,26,No,Executive,1.0,High,5.0,Cat_6,1,Cat_1
1327,463437,Male,Yes,51,Yes,Artist,0.0,Average,3.0,Cat_6,6,Cat_6
1328,463438,Male,Yes,47,No,Entertainment,0.0,Average,3.0,Cat_6,6,Cat_6
1329,463443,Male,Yes,52,Yes,Artist,1.0,Average,4.0,Cat_6,6,Cat_6
1331,463447,Male,Yes,57,No,Engineer,1.0,Average,2.0,Cat_6,6,Cat_6
1332,463452,Female,Yes,86,Yes,Lawyer,1.0,High,2.0,Cat_6,1,Cat_1
1335,463462,Female,Yes,43,No,Engineer,0.0,Average,4.0,Cat_6,5,Cat_5
1339,463475,Female,Yes,43,Yes,Doctor,0.0,Low,1.0,Cat_6,3,Cat_3
1340,463477,Male,No,31,No,Healthcare,0.0,Low,4.0,Cat_4,2,Cat_2
1341,463483,Male,Yes,30,No,Executive,1.0,High,2.0,Cat_6,1,Cat_1
1342,463491,Male,Yes,27,Yes,Doctor,8.0,Average,3.0,Cat_6,6,Cat_6
1344,463499,Male,Yes,47,Yes,Executive,0.0,Low,2.0,Cat_6,4,Cat_4
1345,463500,Male,Yes,35,Yes,Executive,1.0,High,4.0,Cat_6,1,Cat_1
1346,463503,Male,Yes,25,Yes,Entertainment,0.0,Low,2.0,Cat_7,4,Cat_4
1347,463508,Female,Yes,25,No,Artist,0.0,Low,3.0,Cat_6,2,Cat_2
1348,463509,Male,No,38,No,Artist,1.0,Low,1.0,Cat_3,2,Cat_2
1349,463512,Female,No,32,No,Engineer,0.0,Low,3.0,Cat_6,2,Cat_2
1350,463516,Male,Yes,48,No,Executive,1.0,High,6.0,Cat_6,1,Cat_1
1351,463527,Female,No,38,No,Artist,10.0,Low,1.0,Cat_6,3,Cat_3
1354,463533,Female,Yes,85,Yes,Artist,1.0,High,2.0,Cat_2,1,Cat_1
1355,463537,Female,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,3,Cat_3
1356,463545,Female,No,31,Yes,Doctor,1.0,Low,2.0,Cat_4,3,Cat_3
1357,463548,Female,No,20,No,Healthcare,3.0,Low,4.0,Cat_4,2,Cat_2
1358,463550,Female,Yes,37,Yes,Artist,0.0,Average,2.0,Cat_4,5,Cat_5
1359,463553,Male,No,33,Yes,Artist,8.0,Low,2.0,Cat_6,0,Cat_0
1360,463554,Female,No,52,No,Artist,5.0,Low,1.0,Cat_6,3,Cat_3
1361,463557,Male,No,26,Yes,Doctor,0.0,Low,3.0,Cat_6,0,Cat_0
1362,463560,Female,No,21,No,Healthcare,9.0,Low,5.0,Cat_4,2,Cat_2
1363,463561,Female,No,42,Yes,Engineer,0.0,Low,1.0,Cat_6,3,Cat_3
1365,463572,Male,Yes,39,Yes,Artist,0.0,Average,4.0,Cat_6,6,Cat_6
1366,463577,Female,Yes,41,Yes,Doctor,1.0,Average,2.0,Cat_6,5,Cat_5
1367,463586,Female,No,18,No,Healthcare,1.0,Low,5.0,Cat_6,2,Cat_2
1368,463588,Male,No,22,No,Healthcare,0.0,Low,1.0,Cat_6,2,Cat_2
1369,463598,Female,Yes,25,No,Engineer,2.0,Low,2.0,Cat_6,5,Cat_5
1371,463603,Female,No,18,No,Entertainment,0.0,Low,4.0,Cat_2,2,Cat_2
1372,463605,Female,No,20,No,Healthcare,1.0,Low,5.0,Cat_5,2,Cat_2
1373,463606,Male,No,21,No,Marketing,0.0,Low,4.0,Cat_2,2,Cat_2
1374,463614,Female,No,25,No,Healthcare,1.0,Low,4.0,Cat_3,2,Cat_2
1376,463616,Female,Yes,46,No,Engineer,0.0,Average,5.0,Cat_3,5,Cat_5
1377,463619,Male,Yes,68,No,Executive,1.0,High,2.0,Cat_6,1,Cat_1
1378,463620,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_2,2,Cat_2
1379,463623,Male,No,27,Yes,Doctor,0.0,Low,3.0,Cat_6,0,Cat_0
1380,463624,Male,Yes,59,Yes,Executive,1.0,High,4.0,Cat_6,1,Cat_1
1381,463628,Female,No,26,Yes,Artist,8.0,Low,1.0,Cat_6,3,Cat_3
1382,463632,Male,Yes,26,Yes,Artist,0.0,Average,2.0,Cat_6,6,Cat_6
1383,463638,Female,Yes,32,No,Doctor,1.0,Average,2.0,Cat_7,5,Cat_5
1384,463639,Male,No,33,No,Healthcare,0.0,Low,6.0,Cat_6,2,Cat_2
1385,463640,Male,No,28,Yes,Healthcare,0.0,Low,3.0,Cat_6,0,Cat_0
1386,463644,Female,No,30,Yes,Healthcare,0.0,Low,3.0,Cat_7,3,Cat_3
1388,463654,Female,No,41,No,Engineer,3.0,Low,3.0,Cat_3,2,Cat_2
1389,463655,Male,Yes,42,Yes,Artist,13.0,Low,2.0,Cat_6,4,Cat_4
1390,463661,Female,Yes,45,Yes,Doctor,1.0,Average,4.0,Cat_6,5,Cat_5
1392,463664,Female,No,29,No,Engineer,0.0,Low,1.0,Cat_6,2,Cat_2
1393,463665,Male,Yes,46,Yes,Entertainment,1.0,Average,3.0,Cat_6,6,Cat_6
1394,463669,Female,Yes,26,Yes,Marketing,5.0,High,4.0,Cat_2,1,Cat_1
1397,463699,Female,Yes,38,Yes,Marketing,9.0,Low,3.0,Cat_6,5,Cat_5
1398,463703,Male,Yes,69,No,Executive,1.0,High,4.0,Cat_6,1,Cat_1
1399,463704,Male,No,46,Yes,Artist,0.0,Low,2.0,Cat_6,0,Cat_0
1400,463707,Female,No,40,No,Artist,0.0,Low,1.0,Cat_5,3,Cat_3
1401,463713,Male,No,25,No,Engineer,9.0,Low,3.0,Cat_4,2,Cat_2
1403,463716,Male,No,26,No,Doctor,1.0,Low,4.0,Cat_6,2,Cat_2
1404,463718,Female,No,33,Yes,Artist,0.0,Low,4.0,Cat_6,3,Cat_3
1405,463722,Male,Yes,56,Yes,Executive,8.0,High,2.0,Cat_6,1,Cat_1
1406,463724,Male,No,30,No,Healthcare,0.0,Low,5.0,Cat_4,2,Cat_2
1407,463726,Female,No,26,No,Healthcare,0.0,Low,3.0,Cat_6,2,Cat_2
1408,463727,Female,No,28,No,Doctor,0.0,Low,5.0,Cat_3,2,Cat_2
1409,463728,Female,Yes,28,No,Doctor,0.0,Average,6.0,Cat_6,5,Cat_5
1410,463732,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,2,Cat_2
1411,463734,Male,Yes,41,No,Executive,1.0,Average,3.0,Cat_6,6,Cat_6
1412,463741,Male,Yes,37,Yes,Artist,0.0,High,3.0,Cat_6,1,Cat_1
1413,463745,Male,Yes,59,Yes,Artist,1.0,Average,3.0,Cat_3,6,Cat_6
1414,463747,Female,Yes,43,Yes,Artist,0.0,Average,2.0,Cat_6,5,Cat_5
1415,463748,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,2,Cat_2
1416,463753,Female,No,30,Yes,Healthcare,1.0,Low,5.0,Cat_2,3,Cat_3
1417,463756,Male,Yes,66,No,Executive,0.0,Average,2.0,Cat_6,6,Cat_6
1418,463761,Male,Yes,28,Yes,Artist,1.0,Average,3.0,Cat_6,6,Cat_6
1419,463764,Male,Yes,49,Yes,Entertainment,0.0,Average,3.0,Cat_6,6,Cat_6
1421,463767,Male,Yes,27,Yes,Artist,9.0,Average,2.0,Cat_6,6,Cat_6
1422,463768,Female,Yes,35,No,Engineer,1.0,Low,1.0,Cat_4,3,Cat_3
1423,463774,Male,Yes,33,Yes,Healthcare,0.0,Average,2.0,Cat_6,6,Cat_6
1424,463776,Female,Yes,36,Yes,Artist,2.0,Average,2.0,Cat_6,5,Cat_5
1425,463782,Female,No,27,Yes,Artist,9.0,Low,1.0,Cat_6,3,Cat_3
1427,463784,Female,No,31,No,Engineer,1.0,Low,5.0,Cat_4,2,Cat_2
1428,463785,Female,No,30,No,Healthcare,0.0,Low,4.0,Cat_4,2,Cat_2
1430,463790,Male,Yes,47,No,Executive,1.0,Low,4.0,Cat_4,4,Cat_4
1433,463799,Female,No,36,Yes,Artist,1.0,Low,4.0,Cat_2,3,Cat_3
1434,463800,Female,No,30,Yes,Engineer,1.0,Low,3.0,Cat_6,3,Cat_3
1435,463804,Male,Yes,60,Yes,Artist,9.0,Low,1.0,Cat_6,4,Cat_4
1436,463807,Female,No,32,Yes,Healthcare,0.0,Low,3.0,Cat_4,3,Cat_3
1437,463811,Female,Yes,32,Yes,Artist,0.0,Average,2.0,Cat_4,5,Cat_5
1438,463814,Female,No,28,No,Healthcare,7.0,Low,3.0,Cat_5,2,Cat_2
1439,463816,Male,Yes,46,Yes,Healthcare,2.0,High,4.0,Cat_7,1,Cat_1
1440,463818,Female,Yes,38,Yes,Artist,4.0,Low,1.0,Cat_6,3,Cat_3
1442,463821,Male,Yes,30,Yes,Entertainment,7.0,Low,2.0,Cat_6,4,Cat_4
1444,463827,Female,Yes,46,Yes,Engineer,1.0,Average,4.0,Cat_6,5,Cat_5
1445,463828,Male,Yes,37,No,Engineer,0.0,Average,2.0,Cat_1,6,Cat_6
1446,463830,Female,No,25,Yes,Engineer,2.0,Low,3.0,Cat_6,3,Cat_3
1447,463834,Female,Yes,43,Yes,Engineer,1.0,Average,4.0,Cat_6,5,Cat_5
1448,463835,Male,No,32,No,Marketing,0.0,Low,4.0,Cat_6,2,Cat_2
1449,463842,Female,Yes,50,Yes,Engineer,1.0,High,4.0,Cat_6,5,Cat_5
1450,463847,Male,Yes,43,No,Artist,3.0,Average,3.0,Cat_6,6,Cat_6
1451,463856,Male,Yes,37,Yes,Artist,0.0,Average,2.0,Cat_4,6,Cat_6
1452,463857,Male,Yes,61,No,Healthcare,0.0,High,4.0,Cat_7,1,Cat_1
1453,463859,Male,Yes,39,Yes,Artist,5.0,Average,2.0,Cat_6,6,Cat_6
1454,463865,Male,Yes,46,Yes,Artist,1.0,Average,5.0,Cat_6,6,Cat_6
1455,463877,Male,Yes,37,No,Entertainment,0.0,Average,4.0,Cat_4,6,Cat_6
1456,463880,Female,Yes,36,No,Engineer,0.0,Low,3.0,Cat_2,5,Cat_5
1457,463884,Female,No,28,No,Artist,0.0,Low,1.0,Cat_6,2,Cat_2
1458,463891,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,4,Cat_4
1459,463892,Male,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,0,Cat_0
1460,463904,Male,Yes,82,Yes,Executive,1.0,Low,1.0,Cat_6,4,Cat_4
1461,463917,Female,No,18,No,Healthcare,1.0,Low,8.0,Cat_4,2,Cat_2
1462,463923,Female,No,18,No,Engineer,0.0,Low,4.0,Cat_6,2,Cat_2
1463,463924,Female,No,36,Yes,Artist,1.0,Low,1.0,Cat_5,3,Cat_3
1464,463926,Female,No,26,No,Engineer,1.0,Low,6.0,Cat_6,2,Cat_2
1465,463931,Male,Yes,49,Yes,Entertainment,1.0,Average,2.0,Cat_6,6,Cat_6
1466,463932,Female,Yes,69,Yes,Artist,1.0,Average,3.0,Cat_6,5,Cat_5
1467,463941,Female,No,29,No,Artist,1.0,Low,6.0,Cat_4,2,Cat_2
1468,463943,Male,No,68,Yes,Entertainment,1.0,Low,2.0,Cat_6,0,Cat_0
1469,463946,Male,No,33,No,Healthcare,4.0,Low,3.0,Cat_4,2,Cat_2
1470,463948,Male,Yes,38,No,Executive,3.0,High,5.0,Cat_6,1,Cat_1
1471,463951,Male,Yes,52,No,Entertainment,1.0,Average,3.0,Cat_6,6,Cat_6
1472,463955,Male,Yes,28,Yes,Artist,1.0,Low,2.0,Cat_6,4,Cat_4
1473,463958,Female,No,27,No,Healthcare,1.0,Low,5.0,Cat_2,2,Cat_2
1474,463961,Female,No,28,No,Engineer,0.0,Low,4.0,Cat_4,2,Cat_2
1475,463963,Female,Yes,25,No,Engineer,7.0,High,3.0,Cat_6,1,Cat_1
1476,463966,Female,No,30,Yes,Artist,8.0,Low,1.0,Cat_6,3,Cat_3
1477,463978,Male,Yes,40,Yes,Artist,1.0,Average,3.0,Cat_2,6,Cat_6
1478,463980,Female,No,25,Yes,Artist,0.0,Low,9.0,Cat_6,3,Cat_3
1480,463983,Female,Yes,43,No,Engineer,0.0,Average,2.0,Cat_4,5,Cat_5
1481,463986,Female,No,26,Yes,Artist,1.0,Low,4.0,Cat_6,3,Cat_3
1482,463997,Female,Yes,37,No,Entertainment,0.0,Average,3.0,Cat_6,5,Cat_5
1483,464000,Female,No,28,No,Healthcare,1.0,Low,5.0,Cat_7,2,Cat_2
1484,464004,Female,Yes,31,No,Marketing,1.0,Low,5.0,Cat_4,2,Cat_2
1485,464007,Male,Yes,46,Yes,Artist,1.0,Low,3.0,Cat_6,4,Cat_4
1486,464009,Female,Yes,47,Yes,Artist,5.0,Average,4.0,Cat_6,5,Cat_5
1487,464010,Male,No,28,No,Healthcare,1.0,Low,4.0,Cat_6,2,Cat_2
1488,464013,Male,No,30,No,Healthcare,0.0,Low,1.0,Cat_6,2,Cat_2
